1,Geoff Simmons
2,Shai Navot
3,Jessica Hammond
4,Mathew Pottinger
5,Benjamin Peters
6,Tuariki Delamere
7,Ben Atkinson
8,Naomi Pocock
9,Adriana Christie
10,Brendon Monk
11,Abe Gray
12,Cameron Lord
13,Rob Hunter
14,Ben Wylie-van Eerd
15,Chris Jenkins
16,Andrew Caie
17,Joel Rowlands
18,Ciara Swords
19,Dan Thurston Crow
20,Hayden Cargo
21,Helen Jeremiah
